,GlobalRank,TldRank,Domain,TLD,RefSubNets,RefIPs,IDN_Domain,IDN_TLD,PrevGlobalRank,PrevTldRank,PrevRefSubNets,PrevRefIPs,GlobalRank_percentile
9740,9741,4977,kyivindependent.com,com,4397,7437,kyivindependent.com,com,9771,4991,4399,7423,0
5315,5316,2728,milenio.com,com,6538,10797,milenio.com,com,5351,2747,6530,10770,0
3840,3841,2026,hardrock.com,com,7999,13151,hardrock.com,com,3819,2012,8044,13249,0
2276,2277,1228,abebooks.com,com,11199,19225,abebooks.com,com,2285,1230,11206,19183,0
192,193,123,hubspot.com,com,47427,100223,hubspot.com,com,192,122,47395,100302,0
3592,3593,151,upf.edu,edu,8309,12239,upf.edu,edu,3575,150,8357,12270,0
8460,8461,305,ntnu.edu,edu,4829,6643,ntnu.edu,edu,8443,305,4850,6669,0
7978,7979,4068,courrierinternational.com,com,5031,7760,courrierinternational.com,com,7852,3998,5096,7832,0
4636,4637,2392,babbel.com,com,7096,12584,babbel.com,com,4645,2395,7103,12590,0
3436,3437,1818,hellomagazine.com,com,8583,16808,hellomagazine.com,com,3453,1827,8579,16834,0
12550,12551,6431,rhino3d.com,com,3752,5334,rhino3d.com,com,12433,6365,3783,5355,1
16433,16434,8463,yoyogames.com,com,3151,4448,yoyogames.com,com,18018,9228,2970,4224,1
10796,10797,5530,4t.com,com,4115,5382,4t.com,com,10740,5507,4138,5382,1
13907,13908,7127,live5news.com,com,3516,5815,live5news.com,com,13857,7094,3532,5808,1
10907,10908,5589,idealista.com,com,4089,6634,idealista.com,com,10915,5593,4100,6635,1
16514,16515,8511,crsky.com,com,3141,3832,crsky.com,com,16570,8539,3142,3818,1
16337,16338,509,russiabrides.net,net,3165,4122,russiabrides.net,net,16503,515,3150,4111,1
11578,11579,5946,haodf.com,com,3945,5657,haodf.com,com,11602,5955,3954,5671,1
12617,12618,6460,clutchpoints.com,com,3738,6963,clutchpoints.com,com,12745,6515,3721,6933,1
19075,19076,2210,inequality.org,org,2852,4166,inequality.org,org,19080,2213,2858,4157,1
27425,27426,912,valleydentalassociates.net,net,2235,3824,valleydentalassociates.net,net,27311,905,2246,3848,2
22673,22674,11592,digits.com,com,2534,3411,digits.com,com,22324,11418,2567,3431,2
27147,27148,3183,thetaskforce.org,org,2249,3176,thetaskforce.org,org,27178,3189,2254,3174,2
21022,21023,2424,janegoodall.org,org,2667,3723,janegoodall.org,org,21084,2433,2668,3724,2
23472,23473,11979,heygen.com,com,2474,3442,heygen.com,com,23521,11994,2478,3445,2
29892,29893,15233,techlicious.com,com,2119,3097,techlicious.com,com,30543,15533,2095,3074,2
28691,28692,14590,strawberrynet.com,com,2176,2827,strawberrynet.com,com,28755,14617,2179,2814,2
29369,29370,14969,solidwp.com,com,2145,3177,solidwp.com,com,22103,11296,2584,3793,2
29311,29312,14933,adeccogroup.com,com,2148,2870,adeccogroup.com,com,29450,14987,2146,2878,2
22517,22518,164,bbhub.io,io,2546,3579,bbhub.io,io,22498,163,2554,3605,2
31007,31008,15755,wyze.com,com,2070,3333,wyze.com,com,30920,15721,2079,3332,3
35918,35919,4127,wqxr.org,org,1901,2620,wqxr.org,org,42149,4105,1916,2643,3
35101,35102,17886,sigurros.com,com,1919,2518,sigurros.com,com,39529,22200,1928,2520,3
33374,33375,16931,jackinthebox.com,com,1979,3218,jackinthebox.com,com,33412,17004,1987,3234,3
33860,33861,3948,icfj.org,org,1961,2656,icfj.org,org,33937,3931,1976,2667,3
36327,36328,18773,kmwl99.com,com,1894,13006,kmwl99.com,com,33526,17075,1984,13100,3
39284,39285,21263,mingrongtuike.com,com,1867,12836,mingrongtuike.com,com,38643,21400,1932,12851,3
39033,39034,21054,xunnankj.com,com,1869,12719,xunnankj.com,com,38879,21621,1931,12731,3
36715,36716,19073,zhijiancorp.com,com,1889,13010,zhijiancorp.com,com,34251,17617,1970,13058,3
31090,31091,15796,dtcc.com,com,2067,2975,dtcc.com,com,31544,16031,2055,2974,3
47231,47232,28303,fsyoumei.com,com,1831,12650,fsyoumei.com,com,44900,27010,1904,12657,4
46066,46067,27301,shenzhen-chengdu.com,com,1836,12560,shenzhen-chengdu.com,com,46477,28401,1897,12630,4
46881,46882,27997,tcjuhe.com,com,1832,12751,tcjuhe.com,com,48396,30001,1887,12799,4
40213,40214,22073,huijieshe.com,com,1862,12734,huijieshe.com,com,38198,20999,1935,12757,4
44934,44935,26292,tkordership.com,com,1840,12749,tkordership.com,com,45679,27683,1900,12834,4
44797,44798,26176,lvh039.com,com,1841,12629,lvh039.com,com,43248,25553,1911,12700,4
49741,49742,30455,gsxiaogan.com,com,1820,12572,gsxiaogan.com,com,47498,29266,1892,12644,4
45858,45859,27104,easyeda.com,com,1837,2514,easyeda.com,com,55988,34991,1823,2460,4
49510,49511,30254,llffe.com,com,1821,12616,llffe.com,com,49241,30701,1883,12626,4
48417,48418,29326,pubmedo.com,com,1826,12595,pubmedo.com,com,49438,30858,1882,12626,4
55089,55090,34417,rbvdbk.com,com,1787,12251,rbvdbk.com,com,52623,33164,1860,12336,5
53919,53920,33648,xiaoxilingtong.com,com,1796,12580,xiaoxilingtong.com,com,52478,33062,1861,12660,5
57791,57792,280,newsmaven.io,io,1759,2461,newsmaven.io,io,59312,277,1779,2446,5
53393,53394,33292,gzsjybz.com,com,1800,12418,gzsjybz.com,com,53172,33490,1855,12446,5
50392,50393,30985,cnxianhan.com,com,1817,12598,cnxianhan.com,com,49242,30702,1883,12624,5
53435,53436,33308,priorygroup.com,com,1800,2636,priorygroup.com,com,58345,36118,1791,2612,5
55332,55333,34562,czfenghe.com,com,1785,12162,czfenghe.com,com,51025,32088,1872,12244,5
54546,54547,34047,cqpuson.com,com,1791,12632,cqpuson.com,com,50972,32042,1872,12683,5
51269,51270,31664,pugongying120.com,com,1812,12711,pugongying120.com,com,45491,27520,1901,12777,5
53065,53066,33048,redpacket3.com,com,1802,12606,redpacket3.com,com,49398,30818,1882,12689,5
68990,68991,42024,lyymzyz.com,com,1655,11371,lyymzyz.com,com,64481,39794,1732,11395,6
61505,61506,37679,lendio.com,com,1711,2765,lendio.com,com,69369,42830,1710,2774,6
65500,65501,39962,icfood.com,com,1674,2128,icfood.com,com,83360,52540,1671,2114,6
66880,66881,40748,wuala.com,com,1666,2056,wuala.com,com,87020,55109,1661,2045,6
66911,66912,40772,0791cjq.com,com,1665,11688,0791cjq.com,com,64967,40085,1729,11706,6
60520,60521,37182,tsxjjc.com,com,1723,11645,tsxjjc.com,com,57448,35686,1803,11725,6
69879,69880,42543,buxiugangyancong.com,com,1651,11643,buxiugangyancong.com,com,67205,41461,1718,11682,6
65107,65108,39748,dgyueyan.com,com,1676,11597,dgyueyan.com,com,61542,37951,1754,11642,6
64039,64040,39113,sywjjc.com,com,1684,11700,sywjjc.com,com,61626,37999,1753,11754,6
62511,62512,38233,haojiexinyuan.com,com,1699,11596,haojiexinyuan.com,com,59283,36624,1779,11642,6
74627,74628,45569,fjyxyn.com,com,1636,11301,fjyxyn.com,com,68758,42485,1712,11330,7
71025,71026,43252,chinahxhw.com,com,1647,11456,chinahxhw.com,com,71308,44130,1703,11423,7
71800,71801,43718,freebase.com,com,1645,2001,freebase.com,com,89602,56881,1653,1988,7
72175,72176,43967,akaload.com,com,1643,11478,akaload.com,com,69443,42884,1709,11507,7
76247,76248,46604,fursbiz.com,com,1631,11449,fursbiz.com,com,84530,53346,1667,11476,7
74770,74771,45610,ibramxkendi.com,com,1636,2216,ibramxkendi.com,com,89903,57089,1652,2201,7
74805,74806,45622,wcy-lichuan.com,com,1635,11927,wcy-lichuan.com,com,70558,43606,1705,11906,7
72277,72278,44068,shizhimayi.com,com,1643,11336,shizhimayi.com,com,69806,43144,1708,11386,7
73795,73796,45012,xibeixinxijishu.com,com,1638,11472,xibeixinxijishu.com,com,71879,44474,1701,11490,7
70473,70474,42918,glsfjq.com,com,1649,11455,glsfjq.com,com,69744,43083,1708,11468,7
80030,80031,49150,keshihuanbao.com,com,1621,11489,keshihuanbao.com,com,80317,50385,1678,11432,8
84278,84279,52262,365tastemart.com,com,1611,11243,365tastemart.com,com,81253,51108,1676,11241,8
89864,89865,56198,squirepattonboggs.com,com,1597,2106,squirepattonboggs.com,com,98708,61811,1613,2136,8
82893,82894,51234,xajyfd.com,com,1614,11428,xajyfd.com,com,77955,48701,1684,11447,8
82679,82680,51124,qingmugua360.com,com,1615,10995,qingmugua360.com,com,81700,51417,1675,11037,8
86864,86865,54054,wellnessliving.com,com,1605,2175,wellnessliving.com,com,103304,63189,1583,2161,8
89404,89405,55929,m20520.com,com,1598,11186,m20520.com,com,88206,55975,1657,11154,8
81871,81872,50536,xinmulens.com,com,1617,11206,xinmulens.com,com,86533,54811,1662,11187,8
80847,80848,49741,515bx.com,com,1619,11465,515bx.com,com,81850,51483,1674,11461,8
87329,87330,54394,mayumei123.com,com,1603,11497,mayumei123.com,com,83400,52578,1670,11460,8
96947,96948,60881,lvamam.com,com,1574,11124,lvamam.com,com,88193,55968,1657,11186,9
97391,97392,61114,kunbo99.com,com,1572,11281,kunbo99.com,com,91770,58317,1645,11319,9
97867,97868,61369,dinarbebe.com,com,1570,11299,dinarbebe.com,com,94504,59915,1634,11297,9
93397,93398,58638,zhipeijing.com,com,1586,11442,zhipeijing.com,com,90585,57528,1649,11444,9
98306,98307,61593,codesector.com,com,1569,2008,codesector.com,com,105534,63759,1568,2003,9
97454,97455,61157,dianze-bj.com,com,1572,11050,dianze-bj.com,com,96437,60902,1625,11040,9
90031,90032,56350,i56365.com,com,1596,11280,i56365.com,com,92069,58516,1644,11267,9
98777,98778,61837,bdtechtalks.com,com,1567,2103,bdtechtalks.com,com,102729,63037,1587,2102,9
97587,97588,61201,tehelka.com,com,1572,1959,tehelka.com,com,103624,63268,1581,1981,9
92058,92059,57700,hgmlfh.com,com,1590,11410,hgmlfh.com,com,88425,56100,1656,11372,9
106624,106625,64632,thrivepetcare.com,com,1523,2101,thrivepetcare.com,com,113326,66324,1506,2097,10
100915,100916,62837,jingliangjiu.com,com,1556,11054,jingliangjiu.com,com,96428,60893,1625,11070,10
100670,100671,62724,phdessay.com,com,1558,1966,phdessay.com,com,107964,64455,1550,1956,10
105058,105059,5726,bostonchildrensmuseum.org,org,1533,2080,bostonchildrensmuseum.org,org,108559,5689,1545,2089,10
109697,109698,65477,gzhanyan.com,com,1502,10004,gzhanyan.com,com,105020,63633,1571,10040,10
103369,103370,63679,howlround.com,com,1543,2016,howlround.com,com,107284,64251,1555,2019,10
101371,101372,62991,torhoermanlaw.com,com,1554,3212,torhoermanlaw.com,com,109719,64994,1536,3194,10
104411,104412,64007,heinemann.com,com,1537,1997,heinemann.com,com,106873,64143,1558,2022,10
103554,103555,5678,ehtrust.org,org,1542,2093,ehtrust.org,org,108433,5683,1546,2089,10
100064,100065,1643,mobilehints.net,net,1561,1917,mobilehints.net,net,106761,1649,1559,1920,10
